Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
32mm,若ｃ鴻祉祉潟潟,Ventus El Condor,Ventus,480G/660G,32mm,11.5g,5.0,http://bakucolle.com/archives/25090861.html
32mm,若ｃ鴻祉祉潟潟,Ventus El Condor,Ventus,390G,32mm,11.5g,6.0,http://bakucolle.com/archives/26572089.html
32mm,泣祉祉潟潟,Subterra El Condor,Subterra,470G,32mm,11.5g,5.0,http://bakucolle.com/archives/25130717.html
32mm,若潟祉祉潟潟,Darkus El Condor,Darkus,340G,32mm,11.0g,5.0,http://bakucolle.com/archives/12939650.html
32mm,若ｃ鴻祉祉潟潟,Ventus El Condor,Unknown,G,32mm,12.0g,7.0,http://bakucolle.com/archives/27834707.html
32mm,眼＜祉≪激ャ,Pyrus Fortress,Pyrus,560G,32mm,11.0g,4.0,http://bakucolle.com/archives/11541813.html
32mm,若潟祉≪激ャ,Darkus Fortress,Darkus,480G/500G,32mm,10.5g,3.0,http://bakucolle.com/archives/12941101.html
32mm,眼＜祉≪激ャ,Pyrus Fortress,Pyrus,520G/550G/680G,32mm,12.5g,5.0,http://bakucolle.com/archives/11541847.html
32mm,≪激ャ,Fortress,Aquos,470G/550G,32mm,11.0g,5.0,http://bakucolle.com/archives/20195816.html
32mm,若ｃ鴻祉≪激ャ,Ventus Fortress,Ventus,600G,32mm,11.0g,7.0,http://bakucolle.com/archives/26572264.html
32mm,祉≪激ャ,Haos Fortress,Haos,450G,32mm,11.0g,7.0,http://bakucolle.com/archives/27379908.html
32mm,若潟祉≪激ャ,Darkus Fortress,Darkus,370G/500G/630G/640G,32mm,11.0g,5.0,http://bakucolle.com/archives/12941220.html
32mm,若潟祉≪激ャ,Darkus Fortress,Darkus,650G,32mm,11.5g,7.0,http://bakucolle.com/archives/12941474.html
32mm,若潟祉≪激ャ,Darkus Fortress,Darkus,420G,32mm,11.0g,7.0,http://bakucolle.com/archives/26572292.html
32mm,≪激ャ,Fortress,Unknown,550G,32mm,12.0g,8.0,http://bakucolle.com/archives/26572316.html
32mm,祉若,HaosHarpus,Haos,460G,32mm,11.5g,3.0,http://bakucolle.com/archives/14884682.html
32mm,眼＜祉若,Pyrus Harpus,Pyrus,400G/550G,32mm,11.5g,5.0,http://bakucolle.com/archives/26572031.html
32mm,若,Harpus,Aquos,480G/520G,32mm,11.5g,5.0,http://bakucolle.com/archives/20195703.html
32mm,若ｃ鴻祉若,Ventus Harpus,Ventus,300G/580G/610G,32mm,11.0g,5.0,http://bakucolle.com/archives/13000137.html
32mm,泣祉若,Subterra Harpus,Subterra,480G/500G,32mm,11.0g,6.0,http://bakucolle.com/archives/27379500.html
32mm,祉若,Haos Harpus,Haos,570G,32mm,11.0g,5.0,http://bakucolle.com/archives/29334543.html
32mm,若潟祉若,Darkus Harpus,Darkus,450G/620G,32mm,11.5g,5.0,http://bakucolle.com/archives/12940798.html
32mm,若ｃ鴻祉≪,Ventus Monarus,Ventus,380G,32mm,12.0g,3.0,http://bakucolle.com/archives/25091076.html
32mm,≪,Monarus,Pyrus,340G/560G,32mm,12.0g,5.0,http://bakucolle.com/archives/11542695.html
32mm,≪,Monarus,Aquos,570G,32mm,12.5g,9.0,http://bakucolle.com/archives/25036066.html
32mm,≪,Monarus,Ventus,410G/560G,32mm,12.0g,5.0,http://bakucolle.com/archives/25091067.html
32mm,≪(с≪),Monarus,Ventus,440G,32mm,11.5g,7.0,http://bakucolle.com/archives/6963606.html
32mm,泣祉≪,Subterra Monarus,Subterra,490G/640G,32mm,12.0g,5.0,http://bakucolle.com/archives/29334587.html
32mm,若潟祉≪,Moonlit Monarus,Haos,G,32mm,13.0g,7.0,http://bakucolle.com/archives/14882912.html
32mm,泣祉ゃ,Subterra Rattleoid,Subterra,400G,32mm,11.0g,4.0,http://bakucolle.com/archives/25130041.html
32mm,眼＜祉ゃ,Pyrus Rattleoid,Pyrus,560G/580G,32mm,11.5g,5.0,http://bakucolle.com/archives/11542829.html
32mm,ゃ,Rattleoid,Aquos,450G/490G,32mm,11.0g,6.0,http://bakucolle.com/archives/20195717.html
32mm,泣祉ゃ,Subterra Rattleoid,Subterra,420G/430G/550G,32mm,11.0g,6.0,http://bakucolle.com/archives/13000149.html
32mm,祉ゃ,Haos Rattleoid,Haos,380G/610G/850G,32mm,11.5g,6.0,http://bakucolle.com/archives/14881140.html
32mm,ゃ,Rattleoid,Darkus,630G,32mm,11.5g,6.0,http://bakucolle.com/archives/12938939.html
32mm,ゃ,Rattleoid,Unknown,530G,32mm,11.0g,7.0,http://bakucolle.com/archives/14881087.html
32mm,≪≪祉祉ゃ若,Aquso Sirenoid,Aquos,250G,32mm,12.0g,3.0,http://bakucolle.com/archives/20195389.html
32mm,眼＜祉祉ゃ若,Pyrus Sirenoid,Pyrus,560G,32mm,12.0g,8.0,http://bakucolle.com/archives/29334795.html
32mm,≪≪祉祉ゃ若,Aquos Sirenoid,Aquos,450G/460G,32mm,11.5g,5.0,http://bakucolle.com/archives/20195795.html
32mm,祉ゃ若,Sirenoid,Subterra,530G/540G,32mm,12.0g,5.0,http://bakucolle.com/archives/25130817.html
32mm,祉ゃ若,Sirenoid,Haos,480G,32mm,12.0g,5.0,http://bakucolle.com/archives/14882245.html
32mm,若潟祉祉ゃ若,Darkus Sirenoid,Darkus,440G/550G,32mm,12.0g,5.0,http://bakucolle.com/archives/12942035.html
32mm,若ｃ鴻祉激ｃ,Ventus Tentaclear,Ventus,260G/460G,32mm,12.0g,3.0,http://bakucolle.com/archives/25090547.html
32mm,激ｃ,Tentaclear,Darkus,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/12939562.html
32mm,眼＜祉激ｃ,Pyrus Tentaclear,Pyrus,450G/580G,32mm,11.0g,6.0,http://bakucolle.com/archives/11542769.html
32mm,激ｃ,Tentaclear,Aquos,400G/600G,32mm,12.0g,6.0,http://bakucolle.com/archives/13000298.html
32mm,若ｃ鴻祉激ｃ,Ventus Tentaclear,Ventus,500G/530G,32mm,11.5g,6.0,http://bakucolle.com/archives/25090505.html
32mm,泣祉激ｃ,Subterra Tentaclear,Subterra,460G/590G,32mm,11.5g,6.0,http://bakucolle.com/archives/27844434.html
32mm,祉激ｃ,Haos Tentaclear,Haos,280G/550G,32mm,12.0g,6.0,http://bakucolle.com/archives/14882119.html
32mm,眼＜祉＜若,Pyrus Apollonir,Pyrus,360G/380G,32mm,10.5g,2.0,http://bakucolle.com/archives/11541597.html
32mm,眼＜祉＜若,Pyrus Apollonir,Pyrus,380G/700G,32mm,11.0g,5.0,http://bakucolle.com/archives/11541643.html
32mm,＜若,Apollonir,Pyrus,650G,32mm,10.5g,8.0,http://bakucolle.com/archives/14732951.html
32mm,＜若,Apollonir,Pyrus,500G,32mm,11.0g,5.0,http://bakucolle.com/archives/11541291.html
32mm,≪≪祉＜若,Aquos Apollonir,Aquos,530G,32mm,11.0g,8.0,http://bakucolle.com/archives/27380577.html
32mm,＜若,Apollonir,Ventus,500G/650G,32mm,10.0g,5.0,http://bakucolle.com/archives/25090473.html
32mm,＜若,Apollonir,Subterra,450G,32mm,11.0g,5.0,http://bakucolle.com/archives/25130189.html
32mm,泣祉＜若,Subterra Apollonir,Subterra,660G,32mm,10.5g,7.0,http://bakucolle.com/archives/27380735.html
32mm,＜若,Apollonir,Haos,480G/580G,32mm,11.0g,5.0,http://bakucolle.com/archives/14883252.html
32mm,＜若,Apollonir,Haos,500G,32mm,11.0g,5.0,http://bakucolle.com/archives/11541405.html
32mm,＜若,Apollonir,Darkus,640G,32mm,10.5g,8.0,http://bakucolle.com/archives/12944112.html
32mm,ゃ,Clayf,Subterra,360G/380G,32mm,12.0g,3.0,http://bakucolle.com/archives/25130119.html
32mm,眼＜祉ゃ,Pyrus Clayf,Pyrus,390G/590G,32mm,11.5g,5.0,http://bakucolle.com/archives/11542610.html
32mm,≪≪祉ゃ,Aquos Clayf,Aquos,310G/650G,32mm,11.5g,5.0,http://bakucolle.com/archives/20197206.html
32mm,泣祉ゃ,Subterra Clayf,Subterra,440G/700G,32mm,11.5g,5.0,http://bakucolle.com/archives/25130129.html
32mm,若潟祉ゃ,Darkus Clayf,Darkus,640G,32mm,11.5g,8.0,http://bakucolle.com/archives/27380566.html
32mm,祉,Excedra,Darkus,380G,32mm,11.0g,2.0,http://bakucolle.com/archives/12939947.html
32mm,眼＜祉祉,Pyrus Excedra,Pyrus,890G,32mm,10.5g,9.0,http://bakucolle.com/archives/29655022.html
32mm,祉,Excedra,Aquos,650G,32mm,11.0g,5.0,http://bakucolle.com/archives/26571902.html
32mm,祉,Excedra,Ventus,490G/530G,32mm,11.0g,5.0,http://bakucolle.com/archives/13000389.html
32mm,泣祉祉,Subterra Excedra,Subterra,400G/640G,32mm,11.0g,5.0,http://bakucolle.com/archives/12940273.html
32mm,鴻祉祉,Haos Excedra,Haos,610G,32mm,11.0g,8.0,http://bakucolle.com/archives/27068586.html
32mm,祉,Excedra,Darkus,450G/660G,32mm,11.0g,5.0,http://bakucolle.com/archives/12940212.html
32mm,激,Frosch,Aquos,380G,32mm,11.5g,3.0,http://bakucolle.com/archives/20195041.html
32mm,激,Frosch,Pyrus,310G,32mm,12.5g,5.0,http://bakucolle.com/archives/11542655.html
32mm,≪≪祉激,Aquos Frosch,Aquos,430G/630G/650G,32mm,12.0g,5.0,http://bakucolle.com/archives/20197160.html
32mm,≪≪祉激,Aquos Frosch,Aquos,610G,32mm,12.5g,8.0,http://bakucolle.com/archives/29334870.html
32mm,若ｃ鴻祉激,Ventus Frosch,Ventus,580G,32mm,12.0g,7.0,http://bakucolle.com/archives/26572144.html
32mm,泣祉激,Subterra Frosch,Subterra,450G,32mm,12.0g,6.0,http://bakucolle.com/archives/26572130.html
32mm,若潟祉激,Darkus Frosch,Darkus,480G/610G,32mm,12.0g,5.0,http://bakucolle.com/archives/12942134.html
32mm,若冴祉,Lars Lion,Haos,360G/380G,32mm,10.5g,3.0,http://bakucolle.com/archives/14884252.html
32mm,眼＜祉若冴祉,Pyrus Lars Lion,Pyrus,500G/600G,32mm,10.5g,8.0,http://bakucolle.com/archives/29334974.html
32mm,眼＜祉若冴祉,Pyrus Lars Lion,Pyrus,620G,32mm,10.5g,9.0,http://bakucolle.com/archives/29335141.html
32mm,≪≪祉若冴祉,Aquos Lars Lion,Aquos,600G,32mm,10.5g,5.0,http://bakucolle.com/archives/20197240.html
32mm,若ｃ鴻祉若冴祉,Ventus Lars Lion,Ventus,480G,32mm,10.5g,6.0,http://bakucolle.com/archives/26572174.html
32mm,泣祉若冴祉,Subterra Lars Lion,Subterra,520G,32mm,10.5g,7.0,http://bakucolle.com/archives/26572198.html
32mm,祉若冴祉,Haos Lars Lion,Haos,310G/360G/620G,32mm,10.5g,5.0,http://bakucolle.com/archives/14884295.html
32mm,祉若潟祉若冴祉,Haos Darkus Lars Lion,Haos,540G,32mm,11.5g,7.0,http://bakucolle.com/archives/29334962.html
32mm,若潟祉若冴祉,Darkus Lars Lion,Darkus,410G/510G/580G,32mm,10.5g,5.0,http://bakucolle.com/archives/12940968.html
32mm,若ｃ鴻祉,Ventus Oberus,Ventus,360G/380G,32mm,11.5g,3.0,http://bakucolle.com/archives/25101949.html
32mm,祉,Haos Oberus,Haos,480G,32mm,11.5g,3.0,http://bakucolle.com/archives/14884823.html
32mm,≪≪祉,Aquos Oberus,Aquos,460G/550G,32mm,11.5g,6.0,http://bakucolle.com/archives/20196866.html
32mm,≪≪祉,Aquos Oberus,Aquos,550G,32mm,13.0g,9.0,http://bakucolle.com/archives/20197127.html
32mm,若ｃ鴻祉,Ventus Oberus,Ventus,420G/670G,32mm,11.5g,6.0,http://bakucolle.com/archives/25090446.html
32mm,泣祉,Subterra Oberus,Subterra,490G/570G,32mm,11.5g,6.0,http://bakucolle.com/archives/25130177.html
32mm,祉若,Haos Naga,Haos,480G/500G,32mm,12.0g,3.0,http://bakucolle.com/archives/14883990.html
32mm,眼＜祉若,Pyrus Naga,Pyrus,440G/600G/660G,32mm,12.0g,5.0,http://bakucolle.com/archives/11543069.html
32mm,≪≪祉若,Aquos Naga,Aquos,640G,32mm,12.0g,8.0,http://bakucolle.com/archives/26572242.html
32mm,若ｃ鴻祉若,Ventus Naga,Ventus,550G,32mm,12.0g,8.0,http://bakucolle.com/archives/27380666.html
32mm,若,Naga,Subterra,450G/560G/620G,32mm,12.0g,5.0,http://bakucolle.com/archives/25130199.html
32mm,祉若,Haso Naga,Haos,630G,32mm,12.0g,5.0,http://bakucolle.com/archives/13000441.html
32mm,若,Naga,Haos,620G,32mm,12.0g,6.0,http://bakucolle.com/archives/14884030.html
32mm,若,Naga,Haos,650G,32mm,12.0g,6.0,http://bakucolle.com/archives/14884151.html
32mm,若潟祉若,Darkus Naga,Darkus,550G,32mm,12.5g,9.0,http://bakucolle.com/archives/29335209.html
32mm,祉ゃ若,Haos Wavern,Haos,490G/500G,32mm,12.5g,3.0,http://bakucolle.com/archives/14883859.html
32mm,ゃ若,Wavern,Aquos,600G,32mm,12.0g,6.0,http://bakucolle.com/archives/20196790.html
32mm,若ｃ鴻祉ゃ若,Ventus Wavern,Ventus,360G,32mm,11.5g,6.0,http://bakucolle.com/archives/25091355.html
32mm,若ｃ鴻祉ゃ若,Ventsu Wavern,Ventus,610G,32mm,12.0g,8.0,http://bakucolle.com/archives/25091698.html
32mm,ゃ若,Wavern,Haos,370G/600G,32mm,12.5g,6.0,http://bakucolle.com/archives/14883916.html
32mm,若潟祉ゃ若,Darkus Wavern,Darkus,440G/580G/930G,32mm,11.5g,6.0,http://bakucolle.com/archives/12940686.html
32mm,ゃ若,Wavern,Unknown,640G,32mm,13.0g,9.0,http://bakucolle.com/archives/29655056.html
32mm,,眼ゃ,Unknown,,,,,http://bakucolle.com/archives/7090407.html
32mm,紕(吾蚊),括茯 ver.,Unknown,680G,36mm,23.0g,8.0,http://bakucolle.com/archives/7106255.html
Gears,,ゃ潟ｃ鴻帥,Clear,Unknown,,,,http://bakucolle.com/archives/7427692.html
Gears,ゃ潟ｃ鴻帥,Twin Destructor,Clear,180G/200G,,16.5g,3.0,http://bakucolle.com/archives/8308245.html
Gears,ゃ潟ｃ鴻帥,Twin Destructor,Clear,200G,,17.0g,8.0,http://bakucolle.com/archives/8308157.html
Gears,ゃ潟ｃ鴻帥,Twin Destructor,Clear,100G,,17.0g,5.0,http://bakucolle.com/archives/25025700.html
Gears,ゃ潟ｃ鴻帥,Twin Destructor,Clear,100G,,16.5g,5.0,http://bakucolle.com/archives/8321311.html
Gears,激ｃ,Battle Crusher,Clear,160G/180G,,16.5g,3.0,http://bakucolle.com/archives/8310929.html
Gears,激ｃ,Battle Crusher,Clear,Unknown,,g,5.0,http://bakucolle.com/archives/29212026.html
Gears,激ｃ,Battle Crusher,Clear,80G/100G,,16.5g,5.0,http://bakucolle.com/archives/8321266.html
Gears,鴻сゃ吟,Swayther,Clear,180G/200G,,18.0g,3.0,http://bakucolle.com/archives/8309435.html
Gears,潟,Rock Hammer,Clear,160G/200G,,23.5g,3.0,http://bakucolle.com/archives/8308310.html
Gears,潟,Rock Hammer,Clear,70G,,23.5g,5.0,http://bakucolle.com/archives/8321165.html
Gears,潟,Rock Hammer,Clear,60G,,23.5g,5.0,http://bakucolle.com/archives/8321183.html
Gears,潟,Rock Hammer,Clear,70G/80G,,23.5g,5.0,http://bakucolle.com/archives/8321219.html
Gears,吾с潟,Jetkor,Clear,180G,,17.5g,3.0,http://bakucolle.com/archives/8309259.html
Gears,吾с潟,Jetkor,Clear,70G,,17.5g,5.0,http://bakucolle.com/archives/8321347.html
Gears,吾с潟,Jetkor,Clear,50G/80G,,17.5g,5.0,http://bakucolle.com/archives/8321375.html
Gears,吾с潟,Jetkor,Clear,60G,,17.5g,5.0,http://bakucolle.com/archives/8321383.html
Gears,若,Gigarth,Clear,180G,,25.0g,3.0,http://bakucolle.com/archives/8310301.html
Gears,若,Gigarth,Clear,180G,,25.0g,3.0,http://bakucolle.com/archives/8310336.html
Gears,＜鴻帥,Boomix,Clear,160G,,24.0g,3.0,http://bakucolle.com/archives/8309456.html
Gears,＜鴻帥,Boomix,Clear,80G,,24.0g,5.0,http://bakucolle.com/archives/29211971.html
Gears,＜鴻帥,Boomix,Clear,200G,,g,6.0,http://bakucolle.com/archives/7623106.html
Gears,＜鴻帥,Boomix,Clear,50G,,23.5g,5.0,http://bakucolle.com/archives/21652084.html
Gears,＜鴻帥,Boomix,Clear,210G,,g,6.0,http://bakucolle.com/archives/11495768.html
Gears,若鴻,Terrorcrest,Clear,160G/180G,,16.5g,3.0,http://bakucolle.com/archives/8308716.html
Gears,,Destrakon Gear,Clear,180G,,16.5g,3.0,http://bakucolle.com/archives/8308817.html
Gears,,Destrakon Gear,Clear,Unknown,,16.5g,5.0,http://bakucolle.com/archives/8321567.html
Gears,≪若潟,Airkor,Clear,180G/200G,,15.5g,3.0,http://bakucolle.com/archives/8307993.html
Gears,≪若潟,Airkor,Clear,50G,,15.5g,5.0,http://bakucolle.com/archives/8320969.html
Gears,≪若潟,Airkor,Clear,60G,,15.5g,5.0,http://bakucolle.com/archives/8321089.html
Gears,鴻若帥鴻帥,Spartablaster,Clear,160G/180G,,19.0g,3.0,http://bakucolle.com/archives/8310580.html
Gears,鴻若帥鴻帥,Spartablaster,Clear,70G,,19.0g,5.0,http://bakucolle.com/archives/12684137.html
Gears,鴻若帥鴻帥,Spartablaster,Clear,90G,,19.0g,5.0,http://bakucolle.com/archives/29682325.html
Gears,純,Vilantor Gear,Clear,160G/200G,,21.5g,3.0,http://bakucolle.com/archives/8309616.html
Gears,純,Vilantor Gear,Clear,Unknown,,Bakugan Delux Battle Gear,6.0,http://bakucolle.com/archives/7623141.html
Gears,純,Vilantor Gear,Clear,60G/80G/90G,,21.5g,5.0,http://bakucolle.com/archives/8321524.html
Gears,純,Vilantor Gear,Clear,90G,,21.5g,5.0,http://bakucolle.com/archives/8321494.html
Gears,ゃ激ｃ,Lashor,Clear,160G,,26.5g,3.0,http://bakucolle.com/archives/8309551.html
Gears,≪鴻,Barias Gear,Clear,180G,,21.5g,3.0,http://bakucolle.com/archives/8310639.html
Gears,≪鴻,Barias Gear,Clear,80G,,21.5g,5.0,http://bakucolle.com/archives/29211874.html
Gears,眼＜ゃ泣,Vicer,Clear,160G,,20.5g,3.0,http://bakucolle.com/archives/28604000.html
Gears,眼＜ゃ泣,Vicer,Clear,160G,,20.5g,3.0,http://bakucolle.com/archives/8310017.html
Gears,眼＜ゃ泣,Vicer,Clear,110G,,20.5g,5.0,http://bakucolle.com/archives/29682407.html
Gears,帥若,Battle Turbine,Clear,70G,,24.0g,5.0,http://bakucolle.com/archives/12684072.html
Gears,帥若,Battle Turbine,Clear,70G,,24.0g,5.0,http://bakucolle.com/archives/8321453.html
Gears,鴻鴻帥,Explosix Gear,Clear,180G,,19.5g,3.0,http://bakucolle.com/archives/8308669.html
Gears,с潟,Chompixx,Clear,180G,,19.0g,3.0,http://bakucolle.com/archives/8310212.html
Gears,с潟,Chompixx,Clear,50G,,19.0g,5.0,http://bakucolle.com/archives/29682336.html
Gears,с潟,Chompixx,Clear,100G,,19.0g,5.0,http://bakucolle.com/archives/8321674.html
Gears,с潟,Chompixx,Clear,60G/90G,,19.0g,5.0,http://bakucolle.com/archives/8321690.html
Gears,吾ャ潟,Razoid,Clear,180G,,20.5g,3.0,http://bakucolle.com/archives/8309184.html
Gears,吾ャ潟,Razoid,Clear,120G,,20.5g,5.0,http://bakucolle.com/archives/8321593.html
Gears,冴若若帥,Zukanator,Clear,200G,,17.0g,3.0,http://bakucolle.com/archives/8309828.html
Gears,冴若若帥,Zukanator,Clear,90G,,17.0g,5.0,http://bakucolle.com/archives/8321646.html
Gears,冴若若帥,Zukanator,Clear,70G,,17.0g,5.0,http://bakucolle.com/archives/11503794.html
Gears,冴若若帥,Zukanator,Clear,210G,,21.0g,6.0,http://bakucolle.com/archives/7623068.html
Gears,祉ゃ,Battle Sabre,Clear,90G,,19.0g,6.0,http://bakucolle.com/archives/8321773.html
Gears,祉ゃ,Battle Sabre,Clear,100G,,19.0g,6.0,http://bakucolle.com/archives/11503868.html
Gears,祉ゃ,Battle Sabre,Clear,100G,,19.0g,6.0,http://bakucolle.com/archives/8321752.html
Gears,潟泣,Lansor,Clear,90G,,14.0g,6.0,http://bakucolle.com/archives/13241968.html
Gears,鴻,Terrix Gear,Clear,130G,,21.5g,8.0,http://bakucolle.com/archives/8321882.html
Gears,鴻,Terrix Gear,Clear,Unknown,,21.5g,8.0,http://bakucolle.com/archives/28604020.html
Gears,潟,Helmgund,Clear,Unknown,,22.0g,8.0,http://bakucolle.com/archives/8322132.html
Gears,ゃ,Axator Gear,Clear,200G,,18.5g,2.0,http://bakucolle.com/archives/12278284.html
Gears,≪眼,Beamblitzer,Clear,180G,,16.0g,2.0,http://bakucolle.com/archives/12278240.html
Gears,吟,Blasteroid,Clear,160G,,17.0g,2.0,http://bakucolle.com/archives/12278212.html
Gears,違,Nukix Gear,Clear,200G,,15.5g,2.0,http://bakucolle.com/archives/12278164.html
Gears,激,Riptor,Clear,180G,,27.5g,4.0,http://bakucolle.com/archives/12277962.html
Gears,激,Riptor,Clear,100G,,29.5g+(1.5g),5.0,http://bakucolle.com/archives/12278048.html
Gears,ゃ潟激,Smashtor,Clear,200G,,30.5g,4.0,http://bakucolle.com/archives/12277908.html
Gears,ゃ潟激,Smashtor,Clear,80G,,32.5g+(1.5g),5.0,http://bakucolle.com/archives/12277997.html
Gears,若ｃ≪,Piercian,Clear,Unknown,,14.5g,2.0,http://bakucolle.com/archives/7427659.html
Gears,,-- GAGA,Clear,Unknown,,,,http://bakucolle.com/archives/7455492.html
BakuTech36mm,,-- GAGA,Clear,Unknown,,,,http://bakucolle.com/archives/7455492.html
BakuTech36mm,,,Clear,Unknown,,,,http://bakucolle.com/archives/15171986.html
BakuTech36mm,(),,Clear,640G/660G,36mm,19.5g,3.0,http://bakucolle.com/archives/7109029.html
BakuTech36mm,()≪ver.,,Clear,640G/660G(+20G),36mm,(10.5g)+(8.0g),8.0,http://bakucolle.com/archives/7109211.html
BakuTech36mm,(),ゃ,Clear,640G/650G,36mm,17.0g,3.0,http://bakucolle.com/archives/7109657.html
BakuTech36mm,綏(),ゃ激с,Clear,640G/650G,36mm,19.0g,3.0,http://bakucolle.com/archives/7108229.html
BakuTech36mm,臂(),潟,Clear,640G/660G,36mm,19.0g,3.0,http://bakucolle.com/archives/7109758.html
BakuTech36mm,莉(眼),ャ,Clear,660G,36mm,24.5g,3.0,http://bakucolle.com/archives/7108978.html
BakuTech36mm,莉(眼),ャ,Clear,660G/680G,36mm,25.0g,3.0,http://bakucolle.com/archives/7108921.html
BakuTech36mm,(若),若吾,Clear,660G/680G,36mm,18.0g,4.0,http://bakucolle.com/archives/7108057.html
BakuTech36mm,紕(吾蚊),,Clear,700G,36mm,23.0g,3.0,http://bakucolle.com/archives/7107111.html
BakuTech36mm,紕(吾蚊),,Clear,680G,36mm,23.0g,4.0,http://bakucolle.com/archives/7106377.html
BakuTech36mm,紕(吾蚊),膣蘊(若) ver.,Clear,700G,36mm,23.0g,7.0,http://bakucolle.com/archives/7106480.html
BakuTech36mm,罩(吾),潟 ver.,Clear,720G,36mm,21.5g,6.0,http://bakucolle.com/archives/7106615.html
BakuTech36mm,莉(),活蘊() ver.,Clear,700G+20G,36mm,18.5g,6.0,http://bakucolle.com/archives/7106949.html
BakuTech36mm,紕(吾蚊),括茯 ver.,Clear,680G,36mm,23.0g,8.0,http://bakucolle.com/archives/7106255.html
BakuTech36mm,紕(吾蚊),括茯腟 ver.,Clear,680G,36mm,23.0g,7.0,http://bakucolle.com/archives/7107277.html
BakuTech36mm,脾(吾),,Clear,700G,36mm,18.5g,3.0,http://bakucolle.com/archives/7108672.html
BakuTech36mm,脾(吾),,Clear,680G/700G,36mm,18.5g,3.0,http://bakucolle.com/archives/7108793.html
BakuTech36mm,筝(),激,Clear,660G/700G,36mm,16.5g,6.0,http://bakucolle.com/archives/7109431.html
BakuTech36mm,(),,Clear,710G,36mm,20.5g,5.0,http://bakucolle.com/archives/7107976.html
BakuTech36mm,羯(泣潟),眼,Clear,700G,36mm,33.5g,6.0,http://bakucolle.com/archives/7107885.html
BakuTech36mm,羯(泣潟),眼,Clear,680G\710G,36mm,33.5g,7.0,http://bakucolle.com/archives/7107850.html
BakuTech36mm,(),,Clear,700G,36mm,22.5g,4.0,http://bakucolle.com/archives/7108596.html
BakuTech36mm,(),,Clear,680G\710G,36mm,23.0g,5.0,http://bakucolle.com/archives/7108575.html
BakuTech36mm,(＜ゃ),鴻眼,Clear,710G/720G,36mm,25.0g,7.0,http://bakucolle.com/archives/7109838.html
BakuTech36mm,絨(激с),＜,Clear,700G,36mm,18.0g,4.0,http://bakucolle.com/archives/7107706.html
BakuTech36mm,絨(激с),＜,Clear,710G,36mm,17.5g,5.0,http://bakucolle.com/archives/7107559.html
BakuTech36mm,(若若),,Clear,700G/720G+(10G-20G-40G-200G),36mm,19.0g,6.0,http://bakucolle.com/archives/7107412.html
BakuTech36mm,(若若),藥薔() ver.,Clear,730G+(10G-20G-40G-200G),36mm,19.0g,7.0,http://bakucolle.com/archives/7107507.html
BakuTech36mm,脾(吾),藥腑() ver.,Clear,720G,36mm,22.0g,7.0,http://bakucolle.com/archives/7108482.html
BakuTech36mm,紕(吾蚊),ャ 蘂腑() ver.,Clear,700G,36mm,24.5g,7.0,http://bakucolle.com/archives/7108353.html
BakuTech36mm,莉(眼),順() ver.,Clear,710G,36mm,20.0g,7.0,http://bakucolle.com/archives/7108425.html
BakuTech36mm,,ゃ潟ｃ鴻帥,Clear,Unknown,,,,http://bakucolle.com/archives/7427692.html
BakuTech36mm,с,Skyress,Clear,Unknown,,,,http://bakucolle.com/archives/7469817.html
BakuganArmors,,R -- Rekka,Clear,Unknown,,,,http://bakucolle.com/archives/7211618.html
BakuganArmors,R(),ャ,Clear,730G,32mm,18.0g,7.0,http://bakucolle.com/archives/12382005.html
BakuganArmors,H(),ゃ,Clear,730G,32mm,18.0g,6.0,http://bakucolle.com/archives/12382017.html
BakuganArmors,S(激),若,Clear,740G,32mm,19.0g,6.0,http://bakucolle.com/archives/12382048.html
BakuganArmors,K(潟),,Clear,750G,32mm,16.5g,6.0,http://bakucolle.com/archives/12382063.html
